text,sentiment
special thanks dylan recommendation order yummy tummy,1
awesome selection beer,1
great food awesome service,1
one nice thing added gratuity bill since party larger expect tip,1
han nan chicken also tasty,1
service thought good,1
nicest chinese restaurant,1
overall like food service,1
also serve indian naan bread hummus spicy pine nut sauce world,1
try airport experience tasty food speedy friendly service,1
love decor chinese calligraphy wall paper,1
never anything complain,1
restaurant clean family restaurant feel,1
warm feeling service felt like guest special treat,1
extensive menu provides lots options breakfast,1
always order vegetarian menu dinner wide array options choose,1
wonderful lil tapas ambience made feel warm fuzzy inside,1
got enjoy seafood salad fabulous vinegrette,1
wontons thin thick chewy almost melt mouth,1
level spicy perfect spice soup,1
sat right time server get go fantastic,1
side town definitely spot hit,1
great place eat,1
jalapeno bacon soooo good,1
food good service good prices good,1
happy,1
one places phoenix would definately go back,1
block amazing,1
close house affordable prices good food,1
hot sour egg flower soups absolutely stars,1
great time family dinner sunday night,1
flair bartenders absolutely amazing,1
good ordered twice,1
pretty satifying experience,1
join club get awesome offers via email,1
perfect someone likes beer ice cold case even colder,1
nachos must,1
many words say place everything pretty well,1
staff super nice quick even crazy crowds downtown juries lawyers court staff,1
great atmosphere friendly fast service,1
received pita huge lot meat thumbs,1
classic maine lobster roll fantastic,1
good going review place twice hereas tribute place tribute event held last night,1
chips salsa really good salsa fresh,1
place great,1
get inside impressed place,1
service super friendly,1
place nice surprise,1
delicious,1
could eat bruschetta day devine,1
lastly mozzarella sticks best thing ordered,1
first time ever came amazing experience still tell people awesome duck,1
love place,1
say desserts yummy,1
seasonal fruit fresh white peach puree,1
love put food nice plastic containers opposed cramming little paper takeout boxes,1
crêpe delicate thin moist,1
best service food ever maria server good friendly made day,1
excellent,1
lunch great experience,1
recently tried caballero back every week since,1
food came good pace,1
ate twice last visit especially enjoyed salmon salad,1
fact going round stars awesome,1
potatoes great biscuit,1
flavorful perfect amount heat,1
price reasonable service great,1
went happy hour great list wines,1
may say buffet pricey think get pay place getting quite lot,1
place pretty good nice little vibe restaurant,1
talk great customer service course back,1
love fries beans,1
always pleasure dealing,1
plethora salads sandwiches everything tried gets seal approval,1
place awesome want something light healthy summer,1
sushi strip place go,1
service great even manager came helped table,1
excellent restaurant highlighted great service unique menu beautiful setting,1
boyfriend sat bar completely delightful experience,1
go place gyros,1
love one authentic japanese cool dude,1
definately enjoyed,1
seriously killer hot chai latte,1
boyfriend tried mediterranean chicken salad fell love,1
rotating beers tap also highlight place,1
stay vegas must get breakfast least,1
want first say server great perfect service,1
pizza selections good,1
strawberry tea good,1
overall great experience,1
regular toasted bread equally satisfying occasional pats butter mmmm,1
chips sals amazing,1
new fav vegas buffet spot,1
every time eat see caring teamwork professional degree,1
